params: score_limit=14, eVal_upper_limit=3, align_min_limit=16, min_identity=80, matches=16, m_delta=59
exl_b		exl_c	exl_d	hits
col-104		0		1		114
crm-1		0		0		0
crm-1		0		0		0
col-150		0		0		19
col-49		0		0		67
col-51		0		0		147
col-179 	0		0		158
col-36		0		0		100
col-14		0		0		155
col-142		0		0		202
col-151		0		0		3
sqt-2		0		0		95
col-61		0		0		10
col-79		0		0		39
col-148		0		0		18
col-102		0		0		135
col-175 	0		0		68
cle-1		0		0		17
col-131 	0		0		8
col-132 	0		0		93
col-138		0		0		194
col-128 	0		0		14
col-184 	0		0		132
col-152 	0		0		16
col-54 		0		0		57
col-172 	0		0		6
col-173 	0		0		18
fipr-21 	0		0		0
col-64 		0		1		0
srxa-2		0		0		0
col-105		0		0		0
col-70 		0		0		0
col-69 		0		0		9
col-75 		0		0		0
col-53 		0		0		5
col-76 		0		0		3
col-135 	0		0		13
rol-6		0		0		112
col-78 		0		0		0
col-123 	0		0		36
col-72 		0		0		22
col-87 		0		0		10
col-37 		0		0			124
-----------------------------------------------------------
The other genes that we found
-----------------------------------------------------------
Y38H6C.16	10
csn-4	4
Y54B9A.1	313
C02B10.5	8
smg-8	10
Y105E8A.43	18
B0041.10	41
xpf-1	6
clec-223	18
col-55	39
clec-222	41
Y80D3A.15	1
W10G11.23	8
col-94	316
F27B3.8	6
Y69H2.19	5
ZC123.10	166
glb-25	4
Y43F8B.27	15
C15H9.4	5
T16H12.3	3
Y57A10A.40	63
mat-1	6
Y48G9A.17	12
mmcm-1	4
col-162	165
col-65	91
let-526	28
F47G4.11	166
Y92C3A.8	2
2RSSE.1	9
coq-8	3
figl-1	11
M7.10	10
Y51A2D.37	166
F56E10.6	4
F19B10.5	6
col-92	301
skp-1	15
T28F2.1	3
T27F6.1	5
T05E12.9	5
ceh-54	10
W03F9.4	2
Y53F4B.21	5
col-108	113
Y71G12B.13	19
col-144	176
F57F4.2	2
Y116F11B.20	8
unc-22	35
hmit-1.1	5
Y105E8A.39	106
col-10	176
Y41C4A.28	2
F31D4.11	308
Y51F10.12	18
Y41C4A.23	16
ttn-1	1
ogdh-1	10
Y39A3A.8	8
Y69H2.24	254
nduf-5	4
col-145	199
col-74	131
T23F6.1	8
let-805	10
col-133	252
D2030.14	10
F43D9.11	258
F35B12.9	8
Y51A2D.28	961
D1005.8	9
Y105E8A.44	244
B0393.3	10
col-52	10
T01D3.1	5
bli-2	76
dpy-17	94
col-93	304
gnrr-5	4
haf-3	8
F13E9.8	10
ego-2	5
Y49E10.31	3
glo-1	2
col-168	183
C47E12.14	6
prp-6	17
tfg-1	3
set-16	9
lpr-4	10
col-103	226
clx-1	13
col-99	49
dpy-10	48
eif-1.A	11
itsn-1	5
col-113	94
col-124	282
emb-4	8
T01D1.4	5
vha-17	12
C25E10.7	1
lam-2	11
F47G4.12	140
F32D8.3	10
R166.10	7
D1005.9	8
col-106	49
mlt-7	9
K11D2.5	9
hpo-35	3
col-42	187
let-711	3
B0454.13	8
B0524.9	9
dpy-14	70
C05D9.4	3
C29F5.8	7
ggr-2	6
mig-17	6
gsp-1	10
T06F4.5	20
sra-28	12
Y51A2D.36	96
Y105E8A.42	228
col-58	55
dpy-2	89
npp-3	9
M03E7.3	4
swsn-7	15
srh-181	10
col-137	134
sec-24.1	20
fmi-1	6
Y82E9BR.26	8
col-115	66
htz-1	39
F59H5.5	1
Y53C10A.10	12
W03D8.11	9
C42D8.1	10
F40H3.11	16
C05D2.16	3
ten-1	8
tbc-20	8
Y59A8B.36	17
sra-14	10
T04D3.9	1
rol-1	41
shk-1	4
mog-4	7
Y57G11B.6	5
unc-13	7
mnp-1	5
F14D1.2	62
C35B1.4	7
exc-6	9
K07C11.7	7
col-71	82
unc-89	8
istr-1	8
hum-2	5
nono-1	18
Y75B8A.50	8
T25B9.3	3
wrt-1	10
K01A6.6	8
atad-3	10
C43D7.17	1
ZC123.8	8
F14H12.3	6
col-116	5
C28C12.4	6
Y47H9C.20	13
bli-6	220
M70.4	1
col-8	63
Y105E8A.45	9
pab-1	6
Y53H1C.6	1
twk-43	3
ZK484.5	6
mec-5	10
cut-1	13
dpy-4	323
F13E9.15	9
lgc-10	6
H28G03.9	5
K03E5.7	13
pqn-70	16
mca-3	5
col-120	18
Y113G7A.20	241
mtch-1	4
-----------------------------------------------------------
Summary:
-----------------------------------------------------------
* 14 genes from excel that D>=59
** 47 Got off off targets (hits for a gene that his D<=0)
*** 196 extra genes
