params: score_limit=14, eVal_upper_limit=3, align_min_limit=14, min_identity=80, matches=18, m_delta=19
exl_b		exl_c	exl_d	hits
col-37 		0		0			107
-----------------------------------------------------------
The other genes that we found
-----------------------------------------------------------
csn-4	3
Y54B9A.1	285
Y105E8A.43	9
B0041.10	30
xpf-1	5
bli-2	69
col-55	37
clec-222	38
bli-6	164
col-144	153
dpy-2	75
Y69H2.19	4
ZC123.10	158
Y113G7A.20	194
Y43F8B.27	15
T16H12.3	3
Y57A10A.40	39
mat-1	6
npp-3	7
col-162	140
col-65	87
let-526	17
F47G4.11	158
2RSSE.1	7
coq-8	3
Y51A2D.37	158
F56E10.6	3
F19B10.5	6
C05D2.16	3
C28C12.4	6
col-74	95
T28F2.1	3
T27F6.1	5
T05E12.9	5
ceh-54	8
W03F9.4	2
col-120	10
F13E9.8	10
col-108	87
Y71G12B.13	11
R166.10	7
hmit-1.1	5
Y105E8A.39	85
col-10	153
Y41C4A.28	2
F31D4.11	273
Y51F10.12	9
ttn-1	1
col-106	43
Y69H2.24	212
nduf-5	4
col-145	172
skp-1	5
T23F6.1	8
col-133	222
F43D9.11	226
D1005.8	7
B0393.3	9
col-52	7
Y92C3A.8	2
T01D3.1	5
dpy-17	72
col-93	261
ego-2	5
Y49E10.31	3
glo-1	2
col-168	130
prp-6	17
tfg-1	3
set-16	9
Y48G9A.17	9
col-103	202
ten-1	8
col-99	38
dpy-10	36
eif-1.A	9
itsn-1	5
col-113	67
col-124	245
col-92	267
vha-17	7
pab-1	6
F47G4.12	110
clx-1	7
T01D1.4	5
mlt-7	2
K11D2.5	7
hpo-35	3
Y80D3A.15	1
col-137	100
col-42	168
let-711	3
B0524.9	9
dpy-14	58
C25E10.7	1
ggr-2	5
mig-17	6
Y105E8A.44	212
sra-28	12
Y51A2D.28	955
Y51A2D.36	76
Y105E8A.42	193
col-58	49
F27B3.8	6
M03E7.3	4
nono-1	10
sec-24.1	20
fmi-1	6
col-115	53
htz-1	27
F59H5.5	1
Y53C10A.10	12
W03D8.11	7
C42D8.1	8
ZK484.5	6
unc-22	29
Y59A8B.36	17
sra-14	9
T04D3.9	1
rol-1	30
shk-1	4
Y57G11B.6	5
unc-13	7
F14D1.2	35
C35B1.4	7
exc-6	9
K07C11.7	7
col-71	61
F13E9.15	7
clec-223	16
hum-2	5
F57F4.2	2
Y41C4A.23	3
C43D7.17	1
F14H12.3	6
col-116	5
M70.4	1
col-8	39
Y105E8A.45	8
gnrr-5	4
Y53H1C.6	1
C05D9.4	3
cut-1	9
dpy-4	269
lgc-10	6
H28G03.9	5
K03E5.7	9
pqn-70	8
mca-3	5
col-94	281
C29F5.8	7
mtch-1	3
-----------------------------------------------------------
Summary:
-----------------------------------------------------------
* 24 genes from excel that D>=19
** 47 Got off off targets (hits for a gene that his D<=0)
*** 152 extra genes
