params: score_limit=14, eVal_upper_limit=4, align_min_limit=20, min_identity=60, matches=18, m_delta=7
exl_b		exl_c	exl_d	hits
pcyt-1	5
Y39B6A.1	6
sec-24.1	28
fmi-1	7
M151.7	6
htz-1	26
F59H5.5	2
Y22D7AR.18	6
R04B5.5	2
ZK1025.13	2
F43D9.11	201
T07A9.8	3
rol-1	46
nono-1	20
col-115	61
shk-1	5
C35B1.4	9
col-71	65
Y105E8A.42	215
bli-2	73
hum-2	7
lin-38	4
F57F4.2	4
Y37A1A.4	3
R10D12.15	6
Y51F10.12	10
F53F10.1	6
Y105E8A.45	7
F37H8.3	5
K03E5.7	5
pqn-70	13
mca-3	7
col-120	20
F39D8.3	6
Y105E8A.43	8
F47G4.11	177
cpna-4	6
mlt-7	3
H06I04.11	10
coq-8	3
C46G7.1	6
eif-1.A	7
Y43F8B.27	27
cct-4	6
Y57A10A.40	65
mat-1	7
Y43F8B.3	7
F09C3.8	4
col-124	252
T22C1.6	6
T26F2.1	6
dpf-3	2
ZK1025.11	6
Y51A2D.37	177
srgp-1	6
F19B10.5	7
C05D2.16	5
col-92	284
T28F2.1	4
T05E12.9	6
mec-14	6
col-108	104
Y71G12B.13	11
Y105E8A.39	103
col-10	179
F49D11.6	5
col-116	19
rpt-6	4
Y69H2.24	215
mcd-1	6
lpr-4	3
col-145	194
Y60C6A.1	3
col-133	231
Y54F10AM.13	1
bli-6	164
col-52	9
F25F6.3	2
F47G4.12	136
T01D3.1	6
Y51A2D.28	949
Y49E10.31	7
col-168	147
tfg-1	5
Y48G9A.17	8
M151.9	6
col-99	33
dpy-10	45
F13E9.8	13
itsn-1	12
cof-2	3
gnrr-5	6
Y92C3A.8	4
ttr-6	6
clx-1	6
F27C1.11	3
hpo-35	4
col-137	113
dpy-14	70
C28C12.4	11
bet-2	5
trcs-2	6
sra-28	7
col-58	58
F27B3.8	28
hmit-1.1	7
vha-17	6
srg-33	6
Y53C10A.10	22
C42D8.1	7
ZK484.5	7
unc-22	30
sra-14	11
T04D3.9	2
lgc-10	8
dnc-5	3
M199.9	18
F14D1.2	46
exc-6	8
Y80D3A.15	2
Y47H9C.20	10
clec-223	14
Y75B8A.50	6
let-526	19
C25E10.7	4
BE10.7	3
F14H12.3	7
Y105E8A.44	235
M70.4	2
taf-12	6
col-8	62
pab-1	7
col-106	55
Y53H1C.6	2
B0524.9	7
C05D9.4	2
mec-5	6
F49C12.15	6
C02E7.17	3
-----------------------------------------------------------
Summary:
-----------------------------------------------------------
* 35 genes from excel that D>=7
** 47 Got off off targets (hits for a gene that his D<=0)
*** 208 extra genes
