params: score_limit=16, eVal_upper_limit=4, align_min_limit=16, min_identity=60, matches=16, m_delta=19
exl_b		exl_c	exl_d	hits
Y57A10A.40	38
Y105E8A.43	11
mat-1	4
npp-3	7
col-124	258
col-65	46
F47G4.11	115
2RSSE.1	7
figl-1	11
M7.10	10
F19B10.5	4
F56E10.6	3
Y51A2D.37	115
col-74	80
T28F2.1	2
col-52	5
F13E9.8	8
ceh-54	9
col-108	78
Y71G12B.13	19
col-137	113
unc-22	30
vha-17	11
Y105E8A.39	64
col-10	123
F31D4.11	263
Y113G7A.20	191
ogdh-1	10
Y69H2.24	220
lpr-4	10
col-145	156
skp-1	15
let-805	10
col-133	206
D2030.14	10
F43D9.11	208
Y51A2D.28	961
D1005.8	7
Y105E8A.44	177
B0393.3	8
col-94	264
Y51A2D.36	75
F47G4.12	80
dpy-17	49
col-93	238
ggr-2	5
srh-181	10
Y49E10.31	2
col-168	121
prp-6	12
tfg-1	1
Y48G9A.17	11
col-103	195
col-99	25
dpy-10	24
Y38H6C.16	10
col-120	8
col-113	65
col-92	251
pab-1	4
col-106	26
F32D8.3	10
clx-1	12
mlt-7	1
K11D2.5	7
set-16	7
col-42	155
let-711	1
C28C12.4	4
gsp-1	10
T06F4.5	20
sra-28	7
col-58	38
F27B3.8	4
dpy-14	33
sec-24.1	6
fmi-1	5
htz-1	36
Y53C10A.10	8
W03D8.11	7
C42D8.1	9
C05D2.16	1
ZC123.10	115
Y59A8B.36	12
sra-14	8
rol-1	33
col-115	37
mnp-1	5
F14D1.2	23
C35B1.4	5
exc-6	9
col-71	62
csn-4	3
F13E9.15	7
bli-2	45
wrt-1	10
K01A6.6	8
atad-3	10
Y51F10.12	11
bli-6	187
col-8	38
Y105E8A.45	3
lam-2	11
B0524.9	7
C05D9.4	2
mec-5	10
cut-1	13
dpy-4	257
eif-1.A	9
lgc-10	1
H28G03.9	3
K03E5.7	13
pqn-70	6
col-162	133
mtch-1	3
-----------------------------------------------------------
Summary:
-----------------------------------------------------------
* 24 genes from excel that D>=19
** 43 Got off off targets (hits for a gene that his D<=0)
*** 128 extra genes
